Year,Mo,Dy,Location Name,Latitude,Longitude,Focal Depth (km),Mag,Total Deaths
2005,2,22,IRAN:  KERMAN PROVINCE:  ZARAND,30.754,56.816,14,6.4,612
2005,3,2,PAKISTAN:  QUETTA,30.378,68.038,52,4.9,
2005,3,9,"SOUTH AFRICA:  KLERKSDORP, STILFONTEIN",-26.913,26.789,5,4.3,2
2005,3,12,"TURKEY:  CAT, KARLIOVA",39.44,40.978,11,5.6,
2005,3,13,IRAN:  SARAVAN,27.095,61.887,54,6,
2005,3,14,TURKEY:  EASTERN:  BINGOL PROVINCE,39.354,40.89,5,5.8,
2005,3,14,"INDIA:  MAHARASHTRA:  KOLHAPUR, RATNAGIRI, SATARA",17.145,73.73,10,4.9,
2005,3,15,INDIA:  MAHARASHTRA:  DHEBEWADI,17.072,73.668,10,4.3,
2005,3,20,"JAPAN:  KYUSHU:  FUKUOKA, GENKAI",33.807,130.131,10,6.6,1
2005,3,28,INDONESIA:  SUMATERA:  SW,2.085,97.108,30,8.6,1313
2005,4,10,INDONESIA:  PADANG,-1.644,99.607,19,6.7,
2005,6,13,CHILE:  TARAPACA,-19.987,-69.197,116,7.7,11
2005,6,15,CALIFORNIA:  OFF COAST NORTHERN,41.301,-125.97,10,7.2,
2005,7,5,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.819,97.082,21,6.7,
2005,7,9,INDONESIA:  SULAWESI:  DONGGALA,-1.174,119.963,32,5.9,
2005,7,10,ALBANIA:  TROPOJE,42.389,19.812,4,5.2,
2005,7,18,INDONESIA:  TIMOR:  TIMOR TENGAH UTARA,-9.948,124.48,10,5.3,
2005,7,23,JAPAN:  HONSHU:  TOKYO,35.498,139.982,61,5.9,
2005,7,24,"INDIA:  ANDAMAN ISLANDS,  NICOBAR ISLANDS",7.92,92.19,16,7.2,
2005,7,25,CHINA:  DAQING,46.827,125.058,48,4.7,1
2005,7,26,"MONTANA:  DILLON, SILVER STAR, TWIN BRIDGES",45.365,-112.615,13,5.6,
2005,7,30,"TURKEY:  BAHCEKARADALAK, SIRAPINAR, YENIYAPANSEYHLI",39.437,33.089,5,5.3,
2005,8,5,CHINA:  YUNNAN PROVINCE:  HUIZE,26.569,103.036,42,4.8,
2005,8,5,VIETNAM:  HO CHI MINH CITY,9.985,108.383,10,4.5,
2005,8,9,IRAN:  FIRUZABAD,28.85,52.56,10,5.1,
2005,8,13,CHINA:  YUNNAN PROVINCE:  WENSHAN,23.627,104.103,10,4.5,
2005,8,14,CHILE:  TARAPACA,-19.78,-68.98,11,5.8,
2005,8,14,INDIA:  MAHARASHTRA,17.398,74.118,35,4.4,
2005,8,16,JAPAN:  EAST COAST HONSHU,38.276,142.039,36,7.2,
2005,8,16,INDIA:  UTTARANCHAL:  UTTARKAHI,30.924,78.56,43,4.4,
2005,8,30,"INDIA: MAHARASHTRA: AMBEGHAR, DICHOLI, KISRULE",17.067,73.773,10,4.7,
2005,9,9,PAPUA NEW GUINEA:  NEW IRELAND,-4.539,153.474,90,7.7,
2005,9,24,ETHIOPIA:  DABBAHU,12.471,40.634,12,5.6,
2005,9,26,"PERU:  LAMAS, CHACHAPOYAS, MOYOBAMBA, TARAPOTA",-5.678,-76.398,115,7.5,5
2005,10,1,PERU:  MOQUEGUA,-16.635,-70.794,20,5.3,
2005,10,8,"PAKISTAN:  MUZAFFARABAD, URI, ANANTNAG, BARAMULA",34.539,73.588,26,7.6,76213
2005,10,20,TURKEY:  IZMIR,38.152,26.751,10,5.9,1
2005,10,24,ECUADOR:  BAEZA,-0.507,-77.745,35,4.8,
2005,10,27,CHINA:  GUANGXI PROVINCE,23.604,107.798,10,4.2,1
2005,10,31,PERU:  N,-5.852,-78.704,40,5.4,
2005,11,14,JAPAN:  EAST COAST HONSHU,38.107,144.896,11,7,
2005,11,26,"CHINA:  JIANGXI:  JIUJIANG, RUICHANG",29.695,115.689,10,5.2,16
2005,11,26,TURKEY:  DOGANYOL,38.26,38.814,9,4.4,
2005,11,27,"IRAN:  QESHM, ZIRANG",26.774,55.858,10,6,13
2005,12,5,CONGO:  KALEMIE,-6.224,29.83,22,6.8,6
2005,12,12,"AFGHANISTAN:  TILI, JALALABAD, BADAKHSHAN",36.357,71.093,225,6.5,5
2005,12,14,"INDIA:  JAUSARI, CHAMOLI, NANDPRAYAG",30.476,79.255,44,5.3,1
2005,12,24,TURKEY:  AKHISAR,38.804,26.783,14,4.3,
2006,1,1,JAPAN:  HONSHU:  S. OF,31.394,140.131,10,5.6,
2006,1,8,GREECE:  SOUTHERN,36.311,23.212,66,6.7,
2006,1,27,INDONESIA:  BANDA SEA,-5.473,128.131,397,7.6,
2006,2,14,INDIA:  SIKKIM,27.382,88.388,30,5.3,2
2006,2,20,GREECE-BULGARIA BORDER REGION,41.708,25.544,10,4.6,
2006,2,22,MOZAMBIQUE,-21.324,33.583,11,7,4
2006,2,23,BHUTAN:  TASHIGANG,26.912,91.705,10,5.8,
2006,2,28,IRAN:  SOUTHERN,28.12,56.865,18,6,
2006,3,7,INDIA:  GUJARAT,23.777,70.899,10,5.5,
2006,3,10,PAKISTAN:  MIRPUR DISTRICT,33.129,73.887,10,4.9,1
2006,3,14,INDONESIA:  SERAM,-3.595,127.214,30,6.7,4
2006,3,20,ALGERIA:  NORTHERN,36.623,5.328,10,4.9,4
2006,3,25,IRAN:  SOUTHERN,27.574,55.685,18,5.9,1
2006,3,28,INDONESIA:  N. SUMATRA: TAPAKTUAN,3.462,97.224,30,5,
2006,3,31,"IRAN:  WESTERN:  BORUJERD, DORUD",33.5,48.78,7,6.1,70
2006,3,31,"CHINA:  JILIN PROVINCE:  JILIN, SONGYUAN",44.624,124.122,10,4.9,
2006,4,1,TAIWAN:  T'AIT-TUNG,22.868,121.278,9,6.2,
2006,4,4,PAKISTAN:  BATGRAM,34.6,73.136,10,4.8,
2006,4,6,INDIA:  GUJARAT,23.322,70.477,10,5.5,
2006,4,11,GREECE:  ZAKYNTHOS,37.64,20.92,18,5.5,
2006,4,19,CHINA:  TIBET (XIZANG PROVINCE),31.607,90.413,33,5.7,
2006,4,20,RUSSIA:  KORYAKSKIY,60.949,167.089,22,7.6,
2006,5,3,TONGA ISLANDS,-20.187,-174.123,55,7.9,
2006,5,4,PANAMA:  BOQUETE,8.898,-82.543,,4.5,
2006,5,7,IRAN:  ZARAND,30.79,56.7,14,4.1,
2006,5,12,INDONESIA:  SUMATRA:  KALIANDAK,-5.575,105.395,17,5.5,
2006,5,26,"INDONESIA:   JAVA:  BANTUL, YOGYAKARTA",-7.961,110.446,13,6.3,5749
2006,6,3,IRAN:  SOUTHERN:  QESHM,26.759,55.843,5,5.1,2
2006,6,3,TURKEY:  HAKKARI,37.605,43.787,10,4.1,
2006,6,3,MALAWI:  SALIMA,-14.52,34.28,10,3.8,
2006,6,11,JAPAN:  KYUSHU,33.129,131.141,140,6.3,
2006,6,13,ALBANIA:  TEPELENE,40.27,19.96,10,4.5,
2006,6,20,CHINA:  GANSU PROVINCE,33.068,104.95,24,4.5,
2006,7,17,INDONESIA:  JAVA,-9.254,107.411,34,7.7,802
2006,7,22,CHINA:  YANJIN,27.995,104.138,56,4.9,22
2006,7,29,TAJIKISTAN:  PANJ-QUMSANGIR,37.255,68.828,34,5.6,3
2006,8,5,ARGENTINA:  MENDOZA,-33.131,-68.707,22,5.6,
2006,8,18,TAJIKISTAN:  DUSHANBE (STALINABAD),38.246,69.22,10,4.7,
2006,8,24,FRANCE,45.84,-0.14,5,4.3,
2006,8,25,CHINA:  SICHUAN PROVINCE,28.012,104.151,22,4.6,1
2006,9,10,GULF OF MEXICO,26.319,-86.606,14,5.8,
2006,9,28,SAMOA ISLANDS,-16.592,-172.033,28,6.9,
2006,9,29,TRINIDAD:  PORT-OF-SPAIN,10.876,-61.756,53,6.1,
2006,9,29,TRINIDAD:  GASPARILLO,10.814,-61.758,52,5.5,1
2006,10,15,HAWAIIAN ISLANDS,19.878,-155.935,39,6.7,
2006,10,20,PERU:  CENTRAL,-13.457,-76.677,23,6.7,
2006,10,27,CHINA:  HUBEI,31.56,113.21,10,4.5,
2006,11,3,CHINA:  NEI MONGOL,43.469,119.558,10,4.7,
2006,11,13,TAIWAN REGION,20.656,119.997,14,5.2,
2006,11,15,RUSSIA:  KURIL ISLANDS,46.592,153.266,10,8.3,
2006,11,17,FRANCE:  PYRENEES,42.99,-0.05,10,4.7,
2006,11,23,HUNGARY:  BEREGDAROC,48.195,22.46,10,4.8,
2006,11,23,CHINA:  XINJIANG PROVINCE:  NORTH,44.229,83.524,20,4.7,
2006,11,24,INDONESIA:  SULAWESI: PINRANG,-3.728,119.233,31,5.2,
2006,11,29,INDONESIA:  HALMAHERA:  MOROTAI,2.52,128.283,39,6.2,
2006,12,1,INDONESIA:  SUMABAWA:  BIMA,-8.251,118.777,43,6.3,1
2006,12,8,SWITZERLAND:  BASEL,47.58,7.6,5,3.9,
2006,12,12,THAILAND:  MAE RIM,18.901,98.916,10,4.6,
2006,12,17,"INDONESIA:  SUMATERA:  NORTHERN, MUARASIPONGI",0.626,99.859,30,5.8,7
2006,12,24,INDIA:  RAJASTHAN,26.88,76.15,10,4.2,
2006,12,25,KYRGYZSTAN:  KOCHKOR,42.156,76.163,12,5.8,
2006,12,26,TAIWAN:  PINGTUNG,21.799,120.547,10,7,2
2006,12,31,HUNGARY:  BUDAPEST,47.449,19.343,5,4.1,
2007,1,8,KYRGYZSTAN:  ISFARIA,39.803,70.311,18,6,
2007,1,9,CHINA:  GANSU PROVINCE,37.021,103.911,20,4.5,
2007,1,10,CHINA:  GANSU PROVINCE,33.259,104.74,23,4.7,
2007,1,13,RUSSIA:  KURIL ISLANDS,46.243,154.524,10,8.1,
2007,1,21,TURKEY:  E,39.592,42.863,3,5.1,
2007,1,21,INDONESIA:  MOLUCCA ISLANDS:  N,1.065,126.282,22,7.5,4
2007,2,16,PHILIPPINES:  MINDANAO,6.614,126.24,79,4.9,
2007,2,21,"TURKEY:  DOGANKOY, PUTURGE, SIVRICE",38.318,39.267,10,5.7,
2007,3,6,INDONESIA:  SUMATRA:  SOUTHERN,-0.493,100.498,19,6.4,67
2007,3,6,"COLOMBIA:  CAUCA, SOTARA, PURACE,",2.082,-76.495,43,5,
2007,3,6,IRAN:  WESTERN:  DORUD,33.49,48.93,16,4.7,
2007,3,25,VANUATU ISLANDS,-20.617,169.357,34,7.1,
2007,3,25,JAPAN:  HONSHU:  W COAST,37.336,136.588,8,6.7,1
2007,3,25,"GREECE:  ARGOSTOLION, KEFALLINIA",38.34,20.42,15,5.8,
2007,4,1,SOLOMON ISLANDS,-8.466,157.043,24,8.1,52
2007,4,13,"MEXICO:  GUERRERO, ATOYAC",17.302,-100.198,34,6,
2007,4,15,JAPAN:  HONSHU:  W,34.807,136.239,16,4.6,
2007,4,16,ALBANIA:  TIRANA,41.172,19.897,14,4.5,
2007,4,21,CHILE:  SOUTHERN,-45.243,-72.648,37,6.2,10
2007,4,28,UNITED KINGDOM:  ENGLAND:  FOLKESTONE,51.085,1.009,10,4.6,
2007,5,8,MONTANA:  SHERIDAN,45.394,-112.13,14,4.5,
2007,5,16,"LAOS:  BOKEO;  THAILAND:  CHIANG RAI, CHIAN SAEN",20.504,100.746,24,6.3,
2007,5,29,INDONESIA: LABUHA,-1.065,127.343,24,6.1,
2007,6,2,CHINA:  YUNNAN PROVINCE:  NING'ER,23.028,101.052,5,6.1,3
2007,6,13,GUATEMALA:  GUATEMALA CITY,13.554,-90.618,23,6.7,
2007,6,18,IRAN:  QOM,34.437,50.833,5,5.5,
2007,7,13,ECUADOR:  ZARUMA,-3.987,-79.836,50,4.5,
2007,7,16,JAPAN:  HONSHU:  W COAST,37.57,138.478,10,6.6,9
2007,7,20,CHINA:  XINJIANG:  TEKES,42.913,82.378,10,5.6,
2007,7,20,CALIFORNIA:  MONTCLAIR,37.804,-122.193,5,4.2,
2007,7,21,"TAJIKISTAN:  RASHT, ASHT",38.936,70.485,10,5.2,12
2007,7,22,"INDIA:  UTTARKASHI, CHAMOLI, MUZAFFARNAGAR",30.881,78.239,19,4.3,
2007,7,26,INDONESIA:  MALUKU:  N,2.872,127.464,25,6.9,
2007,8,1,VANUATU ISLANDS:  LUGANVILLE,-15.595,167.68,120,7.2,
2007,8,2,RUSSIA:  TATAR STRAIT,47.116,141.798,5,6.2,2
2007,8,2,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,21,6.7,
2007,8,6,UTAH:  HUNTINGTON,39.465,-111.237,2,4.2,9
2007,8,8,INDONESIA:  JAVA,-5.968,107.655,289,7.5,
2007,8,15,"PERU:  ICA, PISCO, LIMA",-13.386,-76.603,39,8,514
2007,8,17,UTAH,39.464,-111.207,0,1.6,3
2007,8,20,INDIA:  MAHARASHTRA:  SATARA,17.2,73.7,5,4.4,
2007,8,25,"IRAN:  HADJI ABAD, ORZUIYEH",28.154,56.652,10,5,
2007,9,2,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-11.61,165.762,35,7.2,
2007,9,9,INDONESIA:  SITUBONDO,-7.783,114.338,35,4.8,
2007,9,10,"COLOMBIA:  NARINO, EL CHARCO, ISCUANDE, LA TOLA",2.982,-77.967,31,6.8,
2007,9,12,INDONESIA:  SUMATRA,-4.438,101.367,34,8.4,25
2007,9,12,INDONESIA:  SUMATRA,-2.625,100.841,35,7.9,
2007,9,28,JAPAN:  VOLCANO ISLANDS,22.013,142.668,260,7.5,
2007,9,30,NEW ZEALAND:  AUCKLAND ISLANDS,-49.418,163.954,10,7.4,
2007,10,15,NEW ZEALAND:  SOUTH ISLAND:  FIORDLAND,-44.785,167.583,26,6.8,
2007,10,26,PAKISTAN:  GHANCHE,35.304,76.753,10,4.8,1
2007,10,31,CALIFORNIA:  SAN JOSE,37.434,-121.774,10,5.6,
2007,11,6,INDIA:  GUJARAT,21.181,70.724,10,5.1,1
2007,11,7,PHILIPPINES:  BOHOL ISLAND:  MABINI,9.721,124.647,72,5.1,1
2007,11,7,"BANGLADESH:  CHITTAGONG, BANDARBAN, RANGAMATI",22.15,92.388,29,5.1,
2007,11,14,"CHILE:  TOCOPILLA, MARIA ELENA",-22.247,-69.89,40,7.7,2
2007,11,16,PERU-ECUADOR:  GUAYAQUIL,-2.312,-77.838,123,6.8,
2007,11,20,"IRAN:  WESTERN:  QAL' EH-YE TOL, KHUZESTAN",31.68,49.93,7,4.8,
2007,11,25,INDONESIA:  SUMBAWA ISLAND,-8.277,118.339,35,6.5,3
2007,11,25,"INDIA:  BADAUN, MEERUT, NOIDA, REWARI",28.555,77.057,10,4.7,
2007,11,29,MARTINIQUE,14.944,-61.274,156,7.4,1
2007,12,9,BRAZIL:  MINAS GERAIS,-15.048,-44.231,10,4.6,1
2007,12,9,KERMADEC ISLANDS,-25.996,-177.514,153,7.8,
2007,12,15,"CHILE:  OFF CENTRAL COAST, VINA DEL MAR, VALPARAISO",-32.689,-71.695,25,5.9,
2007,12,20,NEW ZEALAND:  OFF COAST NORTH ISLAND,-39.011,178.291,20,6.6,1
2007,12,20,"TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL",39.417,33.212,10,5.7,
2007,12,26,TURKEY:  CENTRAL:  ANKARA,39.446,33.162,8,5.6,
2008,1,1,KYRGYZSTAN:  OSH,40.288,72.985,6,5.6,
2008,1,5,"GUATEMALA:  COLOMBA, FLORES, COSTA CUCA",14.129,-91.479,66,5.6,
2008,1,7,"INDONESIA: NEW GUINEA: MANOKWARI,",-0.795,134.012,12,5.9,
2008,1,9,ALGERIA:  ORAN,35.616,-0.57,10,4.6,1
2008,1,12,"INDIA-BANGLADESH:  RANGAMATI, BANGLADESH",22.761,92.333,34,5,
2008,1,22,INDONESIA:  SUMATRA:  NIAS ISLAND:  GUNUNGSITOLI,1.011,97.442,20,6.1,1
2008,2,3,CONGO:  BUKAVU,-2.296,28.9,10,5.9,38
2008,2,6,INDIA:  WEST BENGAL,23.433,87.111,10,4.3,1
2008,2,9,MEXICO:  BAJA CALIFORNIA,32.456,-115.315,3,5.1,
2008,2,13,IRAN:  NASIRABAD,31.73,51.2,14,4.9,
2008,2,14,RWANDA:  GISENYI,-2.404,28.918,10,4.9,1
2008,2,15,LEBANON-SYRIA:  BAALBEC,33.327,35.305,10,5,
2008,2,20,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,26,7.4,3
2008,2,21,NEVADA:  WELLS,41.153,-114.867,7,6,
2008,2,25,INDONESIA:  SUMATRA:  PADANG,-2.486,99.972,25,6.5,
2008,2,27,UNITED KINGDOM:  ENGLAND:  LINCOLNSHIRE,53.403,-0.332,18,4.8,
2008,2,29,BRAZIL:  SOBRAL,-3.7,-40.35,10,4.3,
2008,3,9,INDIA:  GUJARAT,23.33,70.592,10,4.5,
2008,3,20,CHINA:  XINJIANG PROVINCE,35.49,81.467,10,7.2,
2008,3,29,PERU:  OFF COAST,-12.178,-77.164,51,5.3,
2008,4,9,NEW CALEDONIA: LOYALTY ISLANDS,-20.071,168.892,33,7.3,
2008,4,15,GUATEMALA,13.564,-90.599,33,6.1,
2008,4,18,ILLINOIS:  WEST SALEM,38.452,-87.886,14,5.3,
2008,4,26,NEVADA:  FALLON,39.52,-119.93,1,5,
2008,4,28,VANUATU ISLANDS,-19.941,168.953,32,6.4,
2008,5,1,"IRAN:  LORESTAN, BOROUJERD",33.86,48.59,16,4.5,
2008,5,7,JAPAN:  HONSHU:  E COAST,36.158,141.521,39,6.8,
2008,5,12,CHINA:  SICHUAN PROVINCE,31.002,103.322,19,7.9,87652
2008,5,21,BRAZIL:  ALCANTARAS,-3.91,-40.44,10,,
2008,5,24,"COLOMBIA:  META, QUETAME",4.33,-73.764,9,5.6,6
2008,5,25,CHINA:  SICHUAN PROVINCE,32.57,105.424,10,6,8
2008,5,26,PANAMA-COSTA RICA,8.423,-82.968,13,5.6,
2008,5,27,CHINA:  SICHUAN PROVINCE,32.71,105.54,10,5.7,
2008,5,29,ICELAND: REYKJAVIK,64.004,-21.012,10,6.3,
2008,6,6,ALGERIA:  ORAN,35.883,-0.658,4,5.5,1
2008,6,6,INDIA:  MANPUR,24.702,84.964,11,3.8,
2008,6,8,"GREECE:  ACHAIA, ILEIA",37.963,21.525,16,6.3,2
2008,6,13,JAPAN:  HONSHU:  TOKYO,39.03,140.881,8,6.9,13
2008,7,1,"PERU:  CENTRAL:  OXAPAMPA, HUANCABAMBA",-10.368,-75.512,33,5.5,
2008,7,3,IRAN:  NE:  KATKAN,35.5,58.8,10,5,
2008,7,5,RUSSIA:  SEA OF OKHOTSK,53.882,152.886,633,7.7,
2008,7,8,PERU:  AREQUIPA,-15.986,-71.748,123,6.2,1
2008,7,19,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,22,6.9,
2008,7,23,JAPAN:  HONSHU:  N,39.802,141.464,108,6.8,1
2008,7,24,CHINA:  SICHUAN PROVINCE,32.747,105.542,10,5.6,1
2008,7,29,CALIFORNIA:  LOS ANGELES,33.953,-117.761,15,5.4,
2008,8,1,CHINA:  SICHUAN PROVINCE,32.036,104.722,7,5.7,
2008,8,5,CHINA:  SICHUAN PROVINCE,32.756,105.494,6,6,4
2008,8,11,VENEZUELA:  CARIACO-CUMANA,10.514,-64.171,13,5.2,
2008,8,15,PHILIPPINES:  LUZON:  LEGASPI,12.897,124.319,10,6,
2008,8,19,CHINA:  YUNNAN PROVINCE,25.051,97.919,46,5,
2008,8,21,CHINA:  YUNNAN PROVINCE,25.044,97.684,1,6,5
2008,8,25,NEW ZEALAND:  NORTH ISLAND,-39.715,176.851,32,5.5,
2008,8,25,CHINA:  TIBET (XIZANG PROVINCE),30.901,83.52,12,6.7,
2008,8,26,ATLANTIC OCEAN:  SOUTH,-52.533,26.417,10,5,
2008,8,27,RUSSIA:  LAKE BAYKAL,51.607,104.158,16,6.2,
2008,8,30,CHINA:  SICHUAN PROVINCE,26.272,101.937,17,5.9,43
2008,9,3,TURKEY:  ADIYAMAN,37.507,38.503,6,4.1,
2008,9,9,INDONESIA:  SUMATRA:  SOUTHERN,-3.935,103.058,25,5.4,2
2008,9,10,IRAN:  HORMOZGAN PROVINCE,26.743,55.828,12,6.1,7
2008,9,11,JAPAN:  HOKKAIDO,41.892,143.754,25,6.8,
2008,9,16,INDIA:  MAHARASHTRA,17.438,73.915,10,5,1
2008,10,5,KYRGYZSTAN: NURA,39.533,73.824,27,6.6,74
2008,10,6,CHINA:  TIBET (XIZANG PROVINCE),29.807,90.35,12,6.3,9
2008,10,11,RUSSIA:  CAUCASUS:  CHECHNYA,43.372,46.254,16,5.7,13
2008,10,28,PAKISTAN:  QUETTA,30.639,67.351,15,6.4,215
2008,10,29,PAKISTAN:  ZIARAT,30.598,67.455,14,6.4,
2008,11,10,CHINA:  QINGHAI PROVINCE,37.565,95.833,19,6.3,
2008,11,16,INDONESIA:  MINAHASSA PENINSULA,1.271,122.091,30,7.3,6
2008,11,19,"PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES",8.267,-82.967,32,6.1,
2008,11,22,CZECH REPUBLIC:  KARVINA,49.914,18.455,,4.1,2
2008,12,7,IRAN:  S,26.99,55.8,15,5.4,
2008,12,9,CHINA:  SICHUAN PROVINCE,32.518,105.395,25,4.5,2
2008,12,10,ARGENTINA:  POTRERILLOS,-32.938,-69.259,10,4.1,
2008,12,25,MYANMAR (BURMA),23.97,97.569,35,4.7,
2008,12,25,CHINA:  YUNNAN PROVINCE:  SIMAO,23.97,97.569,35,4.8,
2008,12,29,"AFGHANISTAN; PAKISTAN:  MANSEHRA, SHANGLA",36.401,71.075,158,5.8,
2009,1,3,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.414,132.885,17,7.6,5
2009,1,3,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,23,7.3,
2009,1,8,COSTA RICA:  LA PAZ,10.165,-84.197,14,6.1,23
2009,1,15,RUSSIA:  KURIL ISLANDS,46.857,155.154,36,7.4,
2009,1,21,PERU:  PACCHA,-11.779,-75.626,10,4.6,
2009,2,11,INDONESIA:  KEPULAUAN TALAUD,3.884,126.397,22,7.2,
2009,2,20,PAKISTAN; INDIA:  KASHMIR,34.204,73.899,10,5.4,
2009,2,20,CHINA:  XINJIANG PROVINCE,40.657,78.692,17,5.5,
2009,3,19,TONGA ISLANDS,-23.046,-174.659,34,7.6,
2009,3,26,INDIA:  CHAIBASA,22.399,85.903,10,4.1,
2009,3,31,NICARAGUA:  SAN JUAN DEL RIO COCO,13.452,-86.06,36,4.4,
2009,4,6,ITALY:  L'AQUILA,42.334,13.334,9,6.3,309
2009,4,7,ITALY:  L'AQUILA,42.275,13.464,15,5.5,1
2009,4,9,INDIA:  JAISALMER,27.143,70.749,44,5.2,
2009,4,16,AFGHANISTAN:  NANGARHAR,34.185,70.076,6,5.4,19
2009,5,17,SAUDI ARABIA: WESTERN,25.212,37.597,10,4.6,
2009,5,19,SAUDI ARABIA: WESTERN,25.292,37.744,2,5.7,
2009,5,19,INDIA:  KASHMIR,33.198,75.787,21,4.9,
2009,5,24,BALKANS NW:  MACEDONIA,41.303,22.714,0,5.3,
2009,5,28,HONDURAS:  NORTHERN; BELIZE,16.72,-86.236,10,7.3,7
2009,5,29,VANUATU ISLANDS:  TONGOA,-17.026,168.329,13,5.7,
2009,6,2,VANUATU ISLANDS:  TONGOA,-17.757,167.949,15,6.3,
2009,6,13,KAZAKHSTAN:  TEKELI,44.724,78.864,15,5.4,1
2009,7,1,GREECE:  CRETE,34.164,25.471,19,6.4,
2009,7,4,PANAMA: PANAMA CITY,9.59,-78.966,38,6,
2009,7,9,CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY,25.632,101.095,7,5.7,
2009,7,15,NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,12,7.8,
2009,7,24,CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN,31.158,85.902,13,5.8,
2009,8,8,CHINA:  CHONGQING PROVINCE:  RONGCHANG,29.358,105.438,10,3.4,2
2009,8,10,INDIA:  ANDAMAN I,14.099,92.888,5,7.5,
2009,8,10,JAPAN:  HONSHU:  S COAST,34.743,138.264,40,6.4,1
2009,8,16,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,20,6.7,
2009,8,28,CHINA:  QINGHAI PROVINCE,37.696,95.718,13,6.2,
2009,8,30,MYANMAR (BURMA);  INDIA:  SIBSAGAR,25.28,95.101,82,5.2,
2009,9,2,INDONESIA:  JAVA,-7.782,107.297,46,7,81
2009,9,6,GEORGIA:  NORTHWESTERN,42.66,43.443,15,6,
2009,9,12,VENEZUELA:  CARABOBO,10.705,-67.92,10,6.3,
2009,9,18,"PHILIPPINES:  COTABATO, SULTAN KUDARAT",6.513,124.715,10,5.7,
2009,9,18,INDONESIA:  BALI:  DENPASAR,-9.138,115.593,79,5.7,
2009,9,21,BHUTAN:  TASHIGANG,27.332,91.437,14,6.1,11
2009,9,22,AUSTRALIA:  MORNINGTON,-38.28,145.25,0,3.1,
2009,9,29,SAMOA ISLANDS,-15.489,-172.095,18,8.1,192
2009,9,30,INDONESIA:  SUMATRA:  PADANG,-0.72,99.867,81,7.5,1117
2009,10,1,INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI,-2.515,101.501,10,6.6,3
2009,10,7,VANUATU ISLANDS,-13.006,166.51,45,7.6,
2009,10,7,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-12.517,166.382,35,7.8,
2009,10,9,ECUADOR:  TENA,-0.962,-77.817,35,5.4,
2009,10,22,AFGHANISTAN:  HINDU KUSH,36.517,70.95,18,6.1,5
2009,10,29,"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG",27.262,91.417,26,5.3,
2009,11,1,CHINA:  YUNNAN PROVINCE,25.962,100.825,25,4.9,
2009,11,3,IRAN:  BANDAR ABBAS,27.334,56.202,14,5.1,
2009,11,8,INDONESIA:  SUMABAWA:  BIMA,-8.207,118.631,18,6.6,2
2009,11,27,VENEZUELA:  SIQUISIQUE,10.434,-69.715,7,5.4,
2009,12,6,SOUTH AFRICA:  CARLETONVILLE,-26.414,27.494,2,3.5,2
2009,12,8,MALAWI:  KARONGA,-9.948,33.878,8,5.9,1
2009,12,12,INDIA:  MAHARASHTRA:  SATARA,17.109,73.767,10,5.1,
2009,12,17,JAPAN:  HONSHU:  ITO,34.921,139.261,7,4.9,
2009,12,19,TAIWAN:  HUALIEN,23.796,121.605,57,6.4,
2009,12,19,MALAWI:  KARONGA,-10.108,33.818,6,6,3
2009,12,30,MEXICO:  MEXICALI,32.437,-115.165,9,5.9,
2009,12,31,BHUTAN:  DAMETSI,27.319,91.51,10,5.2,
2010,1,2,TAJIKISTAN,38.245,71.467,47,5.1,
2010,1,3,SOLOMON ISLANDS,-8.743,157.477,26,6.6,
2010,1,3,SOLOMON ISLANDS,-8.799,157.346,25,7.1,
2010,1,5,SOLOMON ISLANDS,-9.019,157.551,15,6.8,
2010,1,10,INDONESIA:  JAVA:  GARUT,-7.907,107.879,65,5.1,1
2010,1,10,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,29,6.5,
2010,1,12,HAITI:  PORT-AU-PRINCE,18.457,-72.533,13,7,316000
2010,1,15,VENEZUELA:  CARIACO,10.454,-63.475,8,5.5,
2010,1,16,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,5,5,
2010,1,17,CHINA:  GUIZHOU PROVINCE,25.558,105.804,27,4.4,7
2010,1,30,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,10,4.7,1
2010,2,25,CHINA:  YUNNAN PROVINCE,25.523,101.903,36,4.8,
